#Classification,HK1-1,HK1-2,HK1-3,HK1-4,HK1-5,HK2-1,HK2-2,HK2-3,HK2-4,HK2-5,HK3-1,HK3-2,HK3-3,HK3-4,HK3-5
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas|s__Salinimonas_marina,5.11925E-06,6.78583E-06,6.36781E-06,3.70403E-06,5.50304E-06,5.49786E-06,4.47645E-06,4.27372E-06,3.23625E-06,6.27017E-06,3.43771E-06,2.7694E-06,3.35556E-06,3.17308E-06,2.40552E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas|s__Salinimonas_lutimaris,8.1908E-06,3.87762E-06,5.78892E-06,4.27388E-06,3.75207E-06,3.59475E-06,5.29035E-06,8.31001E-06,5.50163E-06,8.85201E-06,7.63935E-06,3.32328E-06,7.82965E-06,4.75963E-06,4.81105E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._LMIT006,0,1.93881E-06,3.47335E-06,4.55881E-06,3.00166E-06,2.74893E-06,2.03475E-06,2.13686E-06,0,2.213E-06,2.67377E-06,0,3.91482E-06,1.58654E-06,1.3364E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_australica,3.75412E-06,5.81643E-06,6.65725E-06,6.26836E-06,2.75152E-06,1.26874E-06,0,2.37429E-06,0,0,4.20164E-06,5.5388E-06,0,5.28847E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_naphthalenivorans,1.70642E-06,6.78583E-06,0,4.27388E-06,4.75263E-06,1.90311E-06,0,3.324E-06,4.53075E-06,0,1.90984E-06,4.98492E-06,0,0,2.94009E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_stellipolaris,1.16036E-05,0,7.81504E-06,5.69851E-06,6.75373E-06,7.18951E-06,0,9.25972E-06,0,0,1.52787E-05,8.86208E-06,1.56593E-05,1.00481E-05,8.82026E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_pelagimontana,4.77796E-06,7.10897E-06,4.63113E-06,8.54776E-06,5.00277E-06,3.80621E-06,5.29035E-06,9.73458E-06,8.41426E-06,4.05717E-06,4.20164E-06,3.87716E-06,5.59261E-06,6.34617E-06,4.54377E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_mediterranea,1.46752E-05,1.1956E-05,9.84116E-06,9.68747E-06,9.00498E-06,3.67934E-05,1.42432E-05,1.09217E-05,9.38513E-06,1.51222E-05,1.41328E-05,1.21854E-05,2.5726E-05,1.375E-05,7.21657E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_macleodii,2.62788E-05,2.52045E-05,1.67879E-05,1.96599E-05,1.90105E-05,2.38945E-05,2.80795E-05,1.73323E-05,2.52428E-05,2.76625E-05,2.33E-05,2.38168E-05,2.34889E-05,1.48077E-05,1.68387E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._76-1,2.0477E-06,3.23135E-06,0,0,2.75152E-06,2.11456E-06,0,1.18714E-06,5.178E-06,2.95067E-06,0,4.43104E-06,0,1.58654E-06,1.87096E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._RW2A1,9.21465E-06,1.13097E-05,0,0,0,9.72698E-06,0,5.22343E-06,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._MB-3u-76,7.16695E-06,0,0,9.40254E-06,1.00055E-05,0,0,0,0,9.95851E-06,0,0,1.39815E-05,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._009811495,3.41283E-06,8.07837E-06,6.36781E-06,3.98896E-06,6.25346E-06,2.74893E-06,1.01737E-05,5.22343E-06,0,4.79484E-06,1.45148E-05,1.44009E-05,5.59261E-06,9.25483E-06,8.82026E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._BL110,6.48438E-06,9.69405E-06,4.92058E-06,7.69299E-06,8.5047E-06,7.18951E-06,8.13899E-06,5.46086E-06,1.48868E-05,5.5325E-06,4.96558E-06,5.5388E-06,1.00667E-05,3.96635E-06,7.75113E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._RKMC-009,6.82566E-06,6.4627E-06,4.05224E-06,7.69299E-06,7.25401E-06,8.6697E-06,1.01737E-05,5.93572E-06,7.44338E-06,5.16367E-06,9.16722E-06,6.64656E-06,6.15187E-06,6.08174E-06,6.94929E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Flocculibacter|s__Flocculibacter_collagenilyticus,5.80181E-06,6.13956E-06,4.92058E-06,4.84373E-06,2.75152E-06,3.80621E-06,3.2556E-06,3.56143E-06,3.55988E-06,4.426E-06,3.81967E-06,2.21552E-06,2.23704E-06,3.70193E-06,1.60368E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Psychrosphaera|s__Psychrosphaera_ytuae,2.73027E-06,2.58508E-06,0,1.99448E-06,2.25124E-06,3.59475E-06,4.8834E-06,2.13686E-06,3.55988E-06,3.3195E-06,4.58361E-06,0,2.23704E-06,2.11539E-06,1.3364E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Psychrosphaera|s__Psychrosphaera_aestuarii,3.07155E-06,3.55448E-06,1.73667E-06,2.2794E-06,3.00166E-06,3.80621E-06,1.6278E-06,2.84914E-06,1.94175E-06,2.213E-06,2.2918E-06,3.32328E-06,2.23704E-06,1.85097E-06,2.13824E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._Scap25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223438,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._HL-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._A41-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._LC2018020214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_lipolytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._1_2015MBL_MicDiv,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58654E-06,3.74193E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._FE4,0,0,0,0,0,0,0,6.17315E-06,0,0,1.10771E-05,0,0,2.11539E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._THAF3,0,0,0,0,0,0,2.4417E-06,1.42457E-06,0,0,0,0,0,1.05769E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._Bsw20308,0,0,0,0,0,4.65204E-06,7.73204E-06,3.56143E-06,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_donghaensis,0,0,0,0,6.25346E-06,0,0,0,0,0,1.06951E-05,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._SiA1,0,0,0,0,6.50359E-06,0,0,0,0,0,1.10771E-05,0,0,1.32212E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_issachenkonii,0,0,0,6.83821E-06,0,4.01767E-06,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._APM04,0,0,0,7.40806E-06,5.75318E-06,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._PS1M3,0,0,0,8.83269E-06,0,0,0,5.46086E-06,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_shioyasakiensis,0,1.61567E-06,3.1839E-06,2.2794E-06,1.25069E-06,2.53747E-06,2.4417E-06,2.61172E-06,4.20713E-06,3.68834E-06,3.05574E-06,3.32328E-06,3.35556E-06,0,1.60368E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._Xi13,0,3.55448E-06,0,0,0,0,0,0,0,4.426E-06,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._3J6,0,7.10897E-06,0,0,0,3.80621E-06,0,0,0,0,0,0,0,1.05769E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._GCY,0,2.58508E-06,3.1839E-06,4.55881E-06,3.50194E-06,3.59475E-06,0,6.648E-06,3.55988E-06,4.05717E-06,2.67377E-06,0,6.15187E-06,2.64424E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_espejiana,1.36513E-06,3.55448E-06,2.60501E-06,5.12866E-06,5.50304E-06,3.17184E-06,2.4417E-06,2.84914E-06,0,1.84417E-06,3.05574E-06,5.5388E-06,2.7963E-06,3.43751E-06,2.6728E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_ostreae,1.70642E-06,3.55448E-06,3.1839E-06,1.70955E-06,2.00111E-06,4.22912E-06,4.0695E-06,2.84914E-06,3.23625E-06,3.3195E-06,3.43771E-06,4.43104E-06,0,2.64424E-06,2.40552E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_ruthenica,2.38898E-06,2.58508E-06,3.1839E-06,4.84373E-06,5.00277E-06,2.32602E-06,0,2.61172E-06,1.94175E-06,2.58183E-06,2.2918E-06,4.98492E-06,3.35556E-06,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_distincta,7.16695E-06,0,0,0,0,4.01767E-06,7.3251E-06,0,0,0,0,0,0,1.32212E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_agarivorans,5.80181E-06,0,2.89446E-06,0,2.50138E-06,3.59475E-06,3.2556E-06,0,0,4.05717E-06,0,7.75432E-06,0,1.05769E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_prydzensis,4.0954E-06,6.78583E-06,2.60501E-06,6.55329E-06,4.75263E-06,3.17184E-06,7.3251E-06,3.79886E-06,2.589E-06,4.05717E-06,9.16722E-06,4.98492E-06,4.47409E-06,1.05769E-06,3.74193E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_arctica,3.41283E-06,1.93881E-06,0,3.13418E-06,0,2.32602E-06,0,0,0,2.213E-06,2.67377E-06,0,0,2.11539E-06,2.6728E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_mariniglutinosa,5.46053E-06,3.87762E-06,3.47335E-06,4.84373E-06,6.25346E-06,1.90311E-06,3.66255E-06,5.22343E-06,6.14888E-06,0,3.43771E-06,0,0,1.58654E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_marina,7.84951E-06,7.75524E-06,0,0,0,0,0,0,0,0,0,0,8.38891E-06,0,6.14745E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_translucida,1.43339E-05,0,1.73667E-05,1.08272E-05,9.25512E-06,1.88196E-05,1.05807E-05,1.70949E-05,1.5534E-05,2.17612E-05,1.2223E-05,2.71401E-05,1.23037E-05,6.08174E-06,8.55298E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_carrageenovora,3.41283E-06,2.90821E-06,4.92058E-06,2.2794E-06,2.00111E-06,3.17184E-06,2.03475E-06,3.79886E-06,2.91263E-06,5.16367E-06,4.96558E-06,2.7694E-06,2.23704E-06,3.17308E-06,1.87096E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_rhizosphaerae,4.43668E-06,8.07837E-06,3.7628E-06,5.69851E-06,5.75318E-06,3.80621E-06,2.84865E-06,4.27372E-06,2.91263E-06,5.90134E-06,4.58361E-06,0,3.91482E-06,1.85097E-06,3.47465E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_piratica,4.43668E-06,5.81643E-06,1.73667E-06,3.41911E-06,3.2518E-06,4.01767E-06,2.84865E-06,6.17315E-06,2.589E-06,2.95067E-06,4.96558E-06,4.43104E-06,5.03335E-06,5.81732E-06,3.47465E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_viridis,6.82566E-06,7.75524E-06,5.21002E-06,4.84373E-06,7.25401E-06,4.44058E-06,5.29035E-06,7.12286E-06,6.14888E-06,8.85201E-06,9.54918E-06,6.64656E-06,4.47409E-06,5.5529E-06,5.88017E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_phenolica,7.16695E-06,7.4321E-06,4.05224E-06,5.12866E-06,6.25346E-06,5.70932E-06,6.5112E-06,2.37429E-06,3.23625E-06,5.90134E-06,6.11148E-06,6.09268E-06,5.03335E-06,4.23078E-06,5.61289E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_xiamenensis,7.84951E-06,1.09866E-05,9.26227E-06,8.26284E-06,8.25456E-06,5.49786E-06,5.6973E-06,5.69829E-06,5.82525E-06,9.22084E-06,1.26049E-05,7.75432E-06,9.50743E-06,9.78368E-06,5.61289E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_aliena,9.55593E-06,4.20075E-06,2.89446E-06,5.41358E-06,2.50138E-06,4.44058E-06,1.6278E-06,3.79886E-06,4.20713E-06,6.639E-06,5.72951E-06,4.43104E-06,5.03335E-06,3.96635E-06,5.61289E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_tunicata,1.02385E-05,1.06635E-05,5.78892E-06,7.12314E-06,1.05058E-05,4.01767E-06,8.13899E-06,5.69829E-06,7.11975E-06,5.16367E-06,6.87541E-06,7.75432E-06,1.00667E-05,6.34617E-06,4.81105E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_piscicida,1.87706E-05,2.29426E-05,1.41828E-05,2.13694E-05,2.10116E-05,1.62821E-05,1.54641E-05,1.56703E-05,9.38513E-06,1.5491E-05,2.10082E-05,3.04634E-05,3.13186E-05,1.82452E-05,1.63041E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_ulvae,1.22862E-05,9.04778E-06,8.68337E-06,8.83269E-06,8.00442E-06,8.03533E-06,6.10425E-06,7.12286E-06,8.41426E-06,7.7455E-06,7.63935E-06,1.05237E-05,6.15187E-06,4.75963E-06,8.55298E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_luteoviolacea,1.39926E-05,1.55105E-05,9.26227E-06,1.25367E-05,1.02557E-05,8.6697E-06,9.76679E-06,9.49715E-06,7.44338E-06,9.58967E-06,1.29869E-05,1.71703E-05,7.82965E-06,8.46156E-06,1.25622E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_undina,2.62788E-05,3.10209E-05,2.51818E-05,1.73805E-05,2.00111E-05,1.77623E-05,2.76726E-05,1.02094E-05,9.70876E-06,1.84417E-05,3.28492E-05,2.27091E-05,5.25705E-05,1.00481E-05,2.61935E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_rubra,1.60403E-05,1.71261E-05,1.042E-05,9.97239E-06,1.57587E-05,1.79738E-05,1.42432E-05,1.75697E-05,1.22978E-05,1.36468E-05,1.90984E-05,1.93858E-05,1.2863E-05,1.29568E-05,1.41659E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_spongiae,2.69614E-05,2.35888E-05,2.17084E-05,1.76654E-05,2.70149E-05,1.48019E-05,2.48239E-05,1.73323E-05,5.178E-06,2.02858E-05,3.89607E-05,2.16013E-05,3.35556E-05,2.0625E-05,2.53916E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._NC201,5.11925E-06,0,9.84116E-06,0,5.75318E-06,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._KAN5,5.80181E-06,0,0,0,0,6.13223E-06,0,4.74857E-06,0,0,0,8.3082E-06,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._HL-AS2,9.89721E-06,8.72464E-06,0,0,5.2529E-06,7.82388E-06,0,5.69829E-06,1.19741E-05,0,0,1.21854E-05,0,1.32212E-06,1.28295E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._SCSIO_43095,3.75412E-06,2.90821E-06,0,2.84925E-06,2.00111E-06,2.11456E-06,6.10425E-06,3.56143E-06,0,0,0,0,4.47409E-06,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._DL-6,3.07155E-06,4.52389E-06,5.78892E-06,3.41911E-06,5.00277E-06,5.70932E-06,6.10425E-06,1.89943E-06,3.55988E-06,2.58183E-06,4.20164E-06,3.87716E-06,3.35556E-06,0,2.94009E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._SCSIO_43101,1.36513E-05,1.06635E-05,0,0,8.00442E-06,0,0,0,0,9.95851E-06,0,1.71703E-05,1.34223E-05,0,1.25622E-05
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._KG3,5.11925E-06,3.55448E-06,5.78892E-06,5.69851E-06,4.00221E-06,3.80621E-06,8.95289E-06,5.69829E-06,5.82525E-06,3.3195E-06,9.54918E-06,0,9.50743E-06,3.43751E-06,2.6728E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._MM1,3.41283E-06,3.55448E-06,3.47335E-06,1.99448E-06,5.50304E-06,5.07495E-06,7.3251E-06,3.79886E-06,2.91263E-06,3.68834E-06,5.72951E-06,0,3.35556E-06,2.64424E-06,2.94009E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._SCSIO_43201,3.41283E-06,3.55448E-06,2.02612E-06,1.1397E-06,3.00166E-06,4.86349E-06,2.4417E-06,3.08657E-06,3.23625E-06,1.47533E-06,4.96558E-06,0,3.91482E-06,1.32212E-06,1.60368E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._SCSIO_43088,5.80181E-06,4.20075E-06,3.47335E-06,0,4.00221E-06,4.22912E-06,4.8834E-06,3.324E-06,4.20713E-06,3.68834E-06,4.58361E-06,6.09268E-06,5.03335E-06,3.43751E-06,3.47465E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._A25,6.1431E-06,5.49329E-06,3.47335E-06,3.70403E-06,7.00387E-06,5.49786E-06,5.6973E-06,4.27372E-06,3.55988E-06,8.11434E-06,9.16722E-06,3.87716E-06,7.27039E-06,3.17308E-06,2.40552E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._R3,6.48438E-06,7.10897E-06,4.05224E-06,4.55881E-06,5.00277E-06,6.97805E-06,4.0695E-06,4.986E-06,2.91263E-06,6.27017E-06,4.20164E-06,8.86208E-06,7.27039E-06,6.87501E-06,3.74193E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Parashewanella|s__Parashewanella_tropica,4.0954E-06,2.90821E-06,1.73667E-06,4.84373E-06,4.25235E-06,4.65204E-06,4.0695E-06,4.03629E-06,2.589E-06,1.84417E-06,6.49344E-06,4.98492E-06,4.47409E-06,3.70193E-06,3.47465E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Parashewanella|s__Parashewanella_spongiae,5.46053E-06,5.17016E-06,2.60501E-06,5.12866E-06,5.00277E-06,4.22912E-06,4.47645E-06,4.986E-06,2.91263E-06,2.95067E-06,5.34754E-06,4.43104E-06,3.91482E-06,3.43751E-06,4.00921E-06
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._DAU305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._FDAARGOS_354,0,0,0,0,0,0,0,0,1.8123E-05,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._LZH-2,0,0,0,0,0,6.55514E-06,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._MEBiC00475,0,0,0,3.41911E-06,0,5.92077E-06,0,3.79886E-06,0,3.3195E-06,0,0,0,2.37981E-06,0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_japonica,0,3.55448E-06,0,0,0,0,0,2.61172E-06,3.55988E-06,0,0,0,0,5.02405E-06,2.6728E-06
