Classification,Water,WT,dagr,Phylum,color
Desulfotalea_psychrophila,3.65568E-06,3.76255E-06,4.66199E-06,nosig,#EAEAEA
Desulfopila_sp__IMCC35008,5.02635E-06,3.90919E-06,6.71161E-06,nosig,#EAEAEA
Desulfosediminicola_ganghwensis,6.16955E-06,6.52583E-06,6.06426E-06,nosig,#EAEAEA
Desulfosediminicola_flagellatus,1.08764E-05,9.34543E-06,1.20765E-05,nosig,#EAEAEA
Desulfofustis_limnaeus,1.51474E-05,1.56707E-05,1.61267E-05,nosig,#EAEAEA
Desulfomarina_profundi,6.15544E-06,5.02954E-06,6.15343E-06,nosig,#EAEAEA
Desulfolithobacter_dissulfuricans,1.50329E-05,1.40257E-05,1.27222E-05,nosig,#EAEAEA
Desulfurivibrio_alkaliphilus,1.71248E-05,1.5777E-05,1.57952E-05,nosig,#EAEAEA
Desulfobulbus_oligotrophicus,6.10859E-06,5.80415E-06,7.57562E-06,nosig,#EAEAEA
Desulfobulbus_oralis,1.08867E-05,1.22567E-05,9.58341E-06,nosig,#EAEAEA
Desulfobulbus_propionicus,1.84998E-05,1.82216E-05,1.50284E-05,nosig,#EAEAEA
uncultured_Desulfatiglans_sp_,1.22738E-05,1.42968E-05,1.24076E-05,nosig,#EAEAEA
Desulfoluna_limicola,1.03876E-05,9.38594E-06,1.13605E-05,nosig,#EAEAEA
Desulfatibacillum_aliphaticivorans,1.75784E-05,1.57279E-05,1.46773E-05,nosig,#EAEAEA
Desulfosudis_oleivorans,1.69944E-05,1.49484E-05,1.59257E-05,nosig,#EAEAEA
Desulfobacula_toluolica,3.42242E-06,3.31641E-06,4.35008E-06,nosig,#EAEAEA
Desulforapulum_autotrophicum,6.57694E-06,6.3338E-06,5.44116E-06,nosig,#EAEAEA
Desulfobacter_postgatei,5.94499E-06,4.81359E-06,5.4214E-06,nosig,#EAEAEA
Desulfobacter_hydrogenophilus,7.06928E-06,5.72724E-06,6.15493E-06,nosig,#EAEAEA
Desulfococcus_multivorans,1.30295E-05,1.29941E-05,1.19095E-05,nosig,#EAEAEA
Desulfonema_magnum,1.63936E-05,1.38487E-05,1.73511E-05,nosig,#EAEAEA
Desulfosarcina_sp__BuS5,4.83128E-06,4.45684E-06,3.88921E-06,nosig,#EAEAEA
Desulfosarcina_widdelii,1.99824E-05,1.45759E-05,1.83699E-05,nosig,#EAEAEA
Desulfosarcina_ovata,2.66247E-05,2.7548E-05,2.35998E-05,nosig,#EAEAEA
Desulfosarcina_alkanivorans,2.73011E-05,2.66526E-05,2.59024E-05,nosig,#EAEAEA
Syntrophotalea_acetylenivorans,6.78696E-06,6.3801E-06,6.49911E-06,nosig,#EAEAEA
Syntrophotalea_acetylenica,8.76215E-06,1.08666E-05,8.71718E-06,nosig,#EAEAEA
Syntrophotalea_carbinolica,8.86501E-06,9.45676E-06,9.37882E-06,nosig,#EAEAEA
Geoalkalibacter_subterraneus,1.59697E-05,1.52069E-05,1.61856E-05,nosig,#EAEAEA
Geoalkalibacter_halelectricus,3.06957E-05,2.68182E-05,2.66054E-05,nosig,#EAEAEA
Pelobacter_propionicus,2.11138E-05,2.08098E-05,2.28992E-05,nosig,#EAEAEA
Desulfuromonas_soudanensis,2.16763E-05,1.99182E-05,1.75292E-05,nosig,#EAEAEA
Desulfuromonas_sp__AOP6,1.1779E-05,9.8207E-06,1.00707E-05,nosig,#EAEAEA
Desulfuromonas_sp__DDH964,2.58769E-05,2.93569E-05,2.57916E-05,nosig,#EAEAEA
Desulfuromonas_versatilis,3.50385E-05,4.0424E-05,3.26165E-05,nosig,#EAEAEA
Trichlorobacter_lovleyi,2.28829E-05,2.37407E-05,2.31468E-05,nosig,#EAEAEA
Trichlorobacter_ammonificans,1.91969E-05,1.95717E-05,2.05718E-05,nosig,#EAEAEA
Geotalea_daltonii,7.96434E-06,9.52857E-06,9.46974E-06,nosig,#EAEAEA
Geotalea_uraniireducens,4.14513E-05,4.10936E-05,3.97772E-05,nosig,#EAEAEA
Citrifermentans_bemidjiense,2.07002E-05,2.11053E-05,0.000021743,nosig,#EAEAEA
Citrifermentans_bremense,2.60651E-05,2.41548E-05,2.28531E-05,nosig,#EAEAEA
Geobacter_benzoatilyticus,1.10758E-05,1.14109E-05,9.38611E-06,nosig,#EAEAEA
Geobacter_metallireducens,1.61756E-05,1.48869E-05,1.66083E-05,nosig,#EAEAEA
Geobacter_pickeringii,1.94928E-05,2.23719E-05,1.89578E-05,nosig,#EAEAEA
Geobacter_sulfurreducens,3.87485E-05,3.82502E-05,3.90953E-05,nosig,#EAEAEA
Geobacter_sp__DSM_9736,9.98223E-06,7.9966E-06,9.47435E-06,nosig,#EAEAEA
Geobacter_sp__FeAm09,2.92297E-05,3.09964E-05,2.88862E-05,nosig,#EAEAEA
Geomonas_oryzisoli,2.83003E-05,2.93309E-05,2.71772E-05,nosig,#EAEAEA
Geomonas_subterranea,3.30268E-05,3.09639E-05,2.82366E-05,nosig,#EAEAEA
Geomonas_paludis,3.90631E-05,3.36717E-05,3.80632E-05,nosig,#EAEAEA
Geomonas_sp__RF6,2.67791E-05,2.76097E-05,2.57245E-05,nosig,#EAEAEA
Geomonas_nitrogeniifigens,3.57153E-05,2.83103E-05,2.7897E-05,nosig,#EAEAEA
Desulfohalobium_retbaense,5.44653E-06,4.68813E-06,3.62919E-06,nosig,#EAEAEA
Thermodesulfomicrobium_sp__WS,9.72721E-06,9.84788E-06,7.94309E-06,nosig,#EAEAEA
Desulfomicrobium_orale,1.36267E-05,1.17771E-05,1.25795E-05,nosig,#EAEAEA
Desulfomicrobium_sp__ZS1,9.3123E-06,0.000012523,1.17592E-05,nosig,#EAEAEA
Desulfomicrobium_baculatum,1.87151E-05,1.79521E-05,1.90075E-05,nosig,#EAEAEA
Lawsonia_intracellularis,3.84092E-06,2.86646E-06,3.74935E-06,nosig,#EAEAEA
Paradesulfovibrio_bizertensis,4.24041E-06,4.78068E-06,5.79652E-06,nosig,#EAEAEA
Maridesulfovibrio_hydrothermalis,4.01832E-06,3.60096E-06,3.30172E-06,nosig,#EAEAEA
Maridesulfovibrio_salexigens,3.99386E-06,3.08338E-06,3.77615E-06,nosig,#EAEAEA
Salidesulfovibrio_onnuriiensis,1.70344E-05,1.65126E-05,1.76815E-05,nosig,#EAEAEA
Oleidesulfovibrio_alaskensis,1.58495E-05,1.58912E-05,1.38252E-05,nosig,#EAEAEA
Megalodesulfovibrio_gigas,2.8503E-05,2.57628E-05,3.23961E-05,nosig,#EAEAEA
Oceanidesulfovibrio_marinus,3.70944E-05,2.96622E-05,3.40783E-05,nosig,#EAEAEA
Cupidesulfovibrio_liaohensis,4.70588E-05,4.22407E-05,4.06175E-05,nosig,#EAEAEA
Desulfolutivibrio_sulfodismutans,2.33549E-05,2.37325E-05,2.28169E-05,nosig,#EAEAEA
Desulfolutivibrio_sulfoxidireducens,2.66376E-05,2.95005E-05,2.5848E-05,nosig,#EAEAEA
Solidesulfovibrio_carbinolicus,2.85426E-05,0.000029728,2.80018E-05,nosig,#EAEAEA
Solidesulfovibrio_magneticus,2.62686E-05,2.44666E-05,2.43702E-05,nosig,#EAEAEA
Solidesulfovibrio_carbinoliphilus,2.63915E-05,0.000023994,2.43029E-05,nosig,#EAEAEA
Candidatus_Desulfovibrio_trichonymphae,2.5751E-06,2.2288E-06,1.8789E-06,nosig,#EAEAEA
Desulfovibrio_mangrovi,1.01775E-05,9.31655E-06,9.41007E-06,nosig,#EAEAEA
Desulfovibrio_subterraneus,9.07804E-06,9.58231E-06,1.15487E-05,nosig,#EAEAEA
Desulfovibrio_ferrophilus,8.12928E-06,7.15017E-06,7.51921E-06,nosig,#EAEAEA
Desulfovibrio_fairfieldensis,1.43914E-05,1.34822E-05,1.15636E-05,nosig,#EAEAEA
Desulfovibrio_piger,2.08627E-05,2.14121E-05,1.90176E-05,nosig,#EAEAEA
Desulfovibrio_vulgaris,3.37488E-05,3.51961E-05,3.32228E-05,nosig,#EAEAEA
Desulfovibrio_sp__G11,2.22373E-05,1.94018E-05,1.58843E-05,nosig,#EAEAEA
Desulfovibrio_desulfuricans,2.96712E-05,2.77117E-05,2.60925E-05,nosig,#EAEAEA
Pseudodesulfovibrio_piezophilus,3.40896E-06,3.13846E-06,3.84481E-06,nosig,#EAEAEA
Pseudodesulfovibrio_nedwellii,3.38914E-06,4.31809E-06,3.7198E-06,nosig,#EAEAEA
Pseudodesulfovibrio_sediminis,6.65632E-06,5.82518E-06,5.53803E-06,nosig,#EAEAEA
Pseudodesulfovibrio_profundus,8.27309E-06,6.50707E-06,5.5637E-06,nosig,#EAEAEA
Pseudodesulfovibrio_tunisiensis,1.14858E-05,1.04658E-05,1.07951E-05,nosig,#EAEAEA
Pseudodesulfovibrio_portus,1.48834E-05,1.61935E-05,1.76502E-05,nosig,#EAEAEA
Pseudodesulfovibrio_cashew,1.79915E-05,2.05555E-05,2.00838E-05,nosig,#EAEAEA
Pseudodesulfovibrio_indicus,2.40812E-05,2.47801E-05,2.61718E-05,nosig,#EAEAEA
Pseudodesulfovibrio_mercurii,3.38683E-05,2.83388E-05,3.35242E-05,nosig,#EAEAEA
Pseudodesulfovibrio_aespoeensis,3.14771E-05,3.24939E-05,2.86142E-05,nosig,#EAEAEA
Pseudodesulfovibrio_sp__zrk46,8.70435E-06,7.6902E-06,7.59069E-06,nosig,#EAEAEA
Chloracidobacterium_thermophilum,1.12548E-05,1.90311E-06,2.8166E-06,nosig,#EAEAEA
Chloracidobacterium_sp__D,4.45234E-06,4.0695E-06,9.01011E-06,nosig,#EAEAEA
Chloracidobacterium_validum,1.45087E-05,1.42983E-05,1.18212E-05,nosig,#EAEAEA
Chloracidobacterium_aggregatum,2.67823E-05,3.30117E-05,2.71482E-05,nosig,#EAEAEA
Geothrix_oryzae,2.88946E-05,3.19753E-05,2.84995E-05,nosig,#EAEAEA
Geothrix_sp_,5.43985E-05,4.86343E-05,5.17273E-05,nosig,#EAEAEA
Luteitalea_pratensis,0.000169101,0.000183544,0.000155251,nosig,#EAEAEA
Paludibaculum_fermentans,9.99034E-05,9.48242E-05,8.97842E-05,nosig,#EAEAEA
Acidisarcina_polymorpha,4.83497E-05,3.131E-05,4.44127E-05,nosig,#EAEAEA
Candidatus_Koribacter_versatilis,5.25742E-05,3.17625E-05,4.80849E-05,nosig,#EAEAEA
Acidobacterium_capsulatum,5.24379E-05,2.97355E-05,4.08008E-05,nosig,#EAEAEA
Occallatibacter_riparius,7.21928E-05,4.75024E-05,6.26974E-05,nosig,#EAEAEA
Alloacidobacterium_dinghuense,6.34579E-05,2.97119E-05,4.23254E-05,nosig,#EAEAEA
Terriglobus_saanensis,3.57851E-05,2.17967E-05,3.19096E-05,nosig,#EAEAEA
Terriglobus_albidus,4.28585E-05,2.89429E-05,4.2051E-05,nosig,#EAEAEA
Terriglobus_roseus,7.09335E-05,4.23942E-05,7.80975E-05,nosig,#EAEAEA
Edaphobacter_lichenicola,5.47407E-05,2.54323E-05,5.39112E-05,nosig,#EAEAEA
Edaphobacter_flagellatus,4.32504E-05,2.18311E-05,0.000045854,nosig,#EAEAEA
Edaphobacter_sp__4G125,2.88204E-05,1.47415E-05,2.95919E-05,nosig,#EAEAEA
Granulicella_tundricola,4.42265E-05,2.6784E-05,3.70353E-05,nosig,#EAEAEA
Granulicella_mallensis,4.88368E-05,3.08281E-05,4.48139E-05,nosig,#EAEAEA
Granulicella_sp__WH15,6.37051E-05,3.86759E-05,5.65808E-05,nosig,#EAEAEA
Granulicella_sp__5B5,5.79749E-05,3.02996E-05,4.63073E-05,nosig,#EAEAEA
Haliangium_ochraceum,0.000256093,0.000291141,0.000312452,nosig,#EAEAEA
Nannocystis_poenicansa,0.000344947,0.000347541,0.000448724,nosig,#EAEAEA
Labilithrix_luteola,0.000160868,0.00014807,0.000152104,nosig,#EAEAEA
Sandaracinus_amylolyticus,0.000506555,0.000569917,0.000624324,nosig,#EAEAEA
Pajaroellobacter_abortibovis,2.27199E-06,2.5833E-06,1.72725E-06,nosig,#EAEAEA
Chondromyces_crocatus,0.000126652,0.000119637,0.000118137,nosig,#EAEAEA
Polyangium_aurulentum,0.0003319,0.00020752,0.000205092,nosig,#EAEAEA
Sorangium_cellulosum,0.000950185,0.000900083,0.000859166,nosig,#EAEAEA
Vulgatibacter_incomptus,5.67412E-05,6.01868E-05,5.70356E-05,nosig,#EAEAEA
Anaeromyxobacter_paludicola,8.28426E-05,8.66155E-05,0.000079809,nosig,#EAEAEA
Anaeromyxobacter_dehalogenans,0.000163315,0.000157083,0.000153644,nosig,#EAEAEA
Anaeromyxobacter_oryzae,0.00011095,0.000115497,0.000103935,nosig,#EAEAEA
Anaeromyxobacter_sp__K,8.30434E-05,8.74818E-05,7.68229E-05,nosig,#EAEAEA
Melittangium_boletus,0.000112184,0.000196045,0.000111861,nosig,#EAEAEA
Stigmatella_aurantiaca,0.00013635,0.000452303,0.000120599,nosig,#EAEAEA
Archangium_gephyra,0.000206217,0.000356456,0.0001653,nosig,#EAEAEA
Pyxidicoccus_parkwaysis,0.000729259,0.000531414,0.000408421,nosig,#EAEAEA
Myxococcus_sp__NMCA1,3.25047E-05,2.39392E-05,2.1409E-05,nosig,#EAEAEA
Myxococcus_sp__SDU36,9.30851E-05,9.40023E-05,7.26164E-05,nosig,#EAEAEA
Myxococcus_xanthus,0.00046792,0.001052425,0.000273975,nosig,#EAEAEA
Corallococcus_macrosporus,0.000210318,0.000222314,0.00017553,nosig,#EAEAEA
Candidatus_Velamenicoccus_archaeovorus,3.48849E-06,4.6926E-06,3.93039E-06,nosig,#EAEAEA
Lentisphaera_profundi,9.17251E-06,8.52137E-06,7.51788E-06,nosig,#EAEAEA
Chlamydiifrater_volucris,3.47334E-07,0,1.14668E-06,nosig,#EAEAEA
Chlamydiifrater_phoenicopteri,1.09348E-06,8.11541E-07,1.34887E-06,nosig,#EAEAEA
Chlamydia_avium,4.05224E-07,1.89943E-07,2.64424E-07,nosig,#EAEAEA
Chlamydia_felis,5.23244E-07,8.47448E-07,1.79799E-06,nosig,#EAEAEA
Chlamydia_abortus,1.31906E-06,2.11456E-07,1.67384E-06,nosig,#EAEAEA
Chlamydia_caviae,1.34605E-06,3.59108E-07,1.7532E-06,nosig,#EAEAEA
Chlamydia_pecorum,2.30921E-06,1.69849E-06,2.30866E-06,nosig,#EAEAEA
Chlamydia_poikilotherma,1.23502E-06,4.01399E-07,2.13824E-07,nosig,#EAEAEA
Chlamydia_psittaci,1.31428E-05,9.97081E-06,8.87338E-06,nosig,#EAEAEA
Chlamydia_gallinacea,7.59474E-07,6.60698E-07,4.75962E-07,nosig,#EAEAEA
Candidatus_Chlamydia_sanziniae,1.34983E-06,4.94725E-07,1.46135E-06,nosig,#EAEAEA
Chlamydia_serpentis,1.35929E-06,9.56001E-07,1.76695E-06,nosig,#EAEAEA
Chlamydia_trachomatis,2.70968E-06,8.18382E-07,1.63483E-06,nosig,#EAEAEA
Chlamydia_suis,3.08663E-06,1.63873E-06,4.00164E-06,nosig,#EAEAEA
Simkania_negevensis,2.48039E-06,1.57287E-06,2.22428E-06,nosig,#EAEAEA
Candidatus_Rhabdochlamydia_porcellionis,1.01849E-06,1.07847E-06,1.47137E-06,nosig,#EAEAEA
Candidatus_Rhabdochlamydia_oedothoracis,2.91121E-06,1.47811E-06,3.09231E-06,nosig,#EAEAEA
Waddlia_chondrophila,3.77112E-06,3.03579E-06,3.67281E-06,nosig,#EAEAEA
Neochlamydia_sp__S13,1.62293E-06,1.62837E-06,9.28072E-07,nosig,#EAEAEA
Parachlamydia_acanthamoebae,3.72362E-06,3.03789E-06,4.31605E-06,nosig,#EAEAEA
Candidatus_Protochlamydia_naegleriophila,3.29252E-06,2.62607E-06,2.60426E-06,nosig,#EAEAEA
Tichowtungia_aerotolerans,1.14893E-05,1.09684E-05,8.92658E-06,nosig,#EAEAEA
Kiritimatiella_glycovorans,7.10119E-05,6.46022E-05,6.82387E-05,nosig,#EAEAEA
Candidatus_Xiphinematobacter_sp__Idaho_Grape,3.56525E-06,4.18689E-06,4.57646E-06,nosig,#EAEAEA
Methylacidiphilum_sp__IT5,7.86248E-07,8.96252E-07,0,nosig,#EAEAEA
Methylacidiphilum_kamchatkense,2.92368E-06,2.40683E-06,4.3731E-06,nosig,#EAEAEA
Candidatus_Methylacidiphilum_fumarolicum,3.2421E-06,1.85146E-06,3.38248E-06,nosig,#EAEAEA
Methylacidiphilum_sp__IT6,2.44238E-06,2.16152E-06,2.42757E-06,nosig,#EAEAEA
Candidatus_Methylacidiphilum_infernorum,4.04824E-06,1.02464E-06,1.06951E-06,nosig,#EAEAEA
Methylacidimicrobium_sp__B4,1.51093E-05,1.22611E-05,1.19291E-05,nosig,#EAEAEA
Methylacidimicrobium_sp__AP8,1.66871E-05,1.44098E-05,1.302E-05,nosig,#EAEAEA
Candidatus_Pelagisphaera_phototrophica,9.2263E-06,8.84585E-06,9.25934E-06,nosig,#EAEAEA
Coraliomargarita_akajimensis,1.82596E-05,1.76705E-05,1.60913E-05,nosig,#EAEAEA
Ruficoccus_sp__ZRK36,3.32904E-05,3.30832E-05,3.12965E-05,nosig,#EAEAEA
Ereboglobus_luteus,0.000147949,0.000134789,0.000115675,nosig,#EAEAEA
Horticoccus_luteus,0.000275051,0.000265958,0.00022297,nosig,#EAEAEA
Lacunisphaera_limnophila,0.000641307,0.000524882,0.000431096,nosig,#EAEAEA
Opitutus_terrae,0.000434679,0.000404715,0.000346703,nosig,#EAEAEA
Opitutus_sp__GAS368,0.000506768,0.000454939,0.000376133,nosig,#EAEAEA
Nibricoccus_aquaticus,0.0008332,0.00063075,0.000500818,nosig,#EAEAEA
Fontisphaera_persica,5.12966E-05,4.71337E-05,0.000043494,nosig,#EAEAEA
Akkermansia_massiliensis,1.33545E-05,1.43316E-05,4.16958E-06,nosig,#EAEAEA
Akkermansia_biwaensis,1.55224E-05,1.68503E-05,1.5879E-05,nosig,#EAEAEA
Akkermansia_glycaniphila,1.93546E-05,1.96614E-05,2.02718E-05,nosig,#EAEAEA
Akkermansia_muciniphila,2.78623E-05,2.63141E-05,0.000133383,nosig,#EAEAEA
Roseimicrobium_sp__ORNL1,0.000418732,0.000392984,0.000386163,nosig,#EAEAEA
Verrucomicrobium_sp__GAS474,7.55002E-05,7.07759E-05,6.90984E-05,nosig,#EAEAEA
Verrucomicrobium_spinosum,0.001259343,0.002249405,0.001152987,nosig,#EAEAEA
Luteolibacter_sp__SL250,0.00026505,0.000311955,0.000252138,nosig,#EAEAEA
Luteolibacter_ambystomatis,0.000387241,0.000454697,0.000358073,nosig,#EAEAEA
Luteolibacter_luteus,0.002111295,0.002393977,0.001910162,nosig,#EAEAEA
Candidatus_Uabimicrobium_amorphum,1.01273E-05,9.15477E-06,1.00843E-05,nosig,#EAEAEA
Candidatus_Kuenenia_stuttgartiensis,1.76085E-05,1.3907E-05,1.85459E-05,nosig,#EAEAEA
Anaerohalosphaera_lusitana,1.45212E-05,1.37914E-05,1.23877E-05,nosig,#EAEAEA
Limihaloglobus_sulfuriphilus,5.59679E-06,5.18426E-06,3.98464E-06,nosig,#EAEAEA
Sedimentisphaera_cyanobacteriorum,7.79974E-06,8.73815E-06,4.11887E-06,nosig,#EAEAEA
Sedimentisphaera_salicampi,3.33646E-06,3.77094E-06,4.14899E-06,nosig,#EAEAEA
Poriferisphaera_corsica,9.29456E-06,8.44268E-06,8.9564E-06,nosig,#EAEAEA
Mucisphaera_calidilacus,3.6206E-05,3.74864E-05,3.50105E-05,nosig,#EAEAEA
Phycisphaera_mikurensis,7.33449E-05,7.06889E-05,6.92461E-05,nosig,#EAEAEA
Humisphaera_borealis,0.000342026,0.000325083,0.000326712,nosig,#EAEAEA
Isosphaera_pallida,3.22986E-05,3.29616E-05,2.96586E-05,nosig,#EAEAEA
Singulisphaera_acidiphila,0.000139972,0.000121051,0.000125312,nosig,#EAEAEA
Tautonia_plasticadhaerens,0.000195448,0.000170392,0.000168926,nosig,#EAEAEA
Paludisphaera_borealis,0.000191316,0.000156956,0.00016761,nosig,#EAEAEA
Aquisphaera_giovannonii,0.000249611,0.000231786,0.000229721,nosig,#EAEAEA
Telmatocola_sphagniphila,2.61458E-05,2.57627E-05,2.06806E-05,nosig,#EAEAEA
Tuwongella_immobilis,4.13029E-05,3.95661E-05,4.03444E-05,nosig,#EAEAEA
Limnoglobus_roseus,0.000171364,0.000208323,0.000200319,nosig,#EAEAEA
Frigoriglobus_tundricola,0.00020586,0.00019994,0.000177846,nosig,#EAEAEA
Urbifossiella_limnaea,0.000281927,0.000297894,0.000269931,nosig,#EAEAEA
Gemmata_obscuriglobus,0.000364251,0.000274241,0.00023484,nosig,#EAEAEA
Gemmata_massiliana,0.000329739,0.000200709,0.000370967,nosig,#EAEAEA
Thermogutta_terrifontis,1.30811E-05,1.34464E-05,1.33577E-05,nosig,#EAEAEA
Aureliella_helgolandensis,2.06233E-05,2.46986E-05,2.56514E-05,nosig,#EAEAEA
Mariniblastus_fucicola,2.26092E-05,2.41018E-05,2.29863E-05,nosig,#EAEAEA
Rubripirellula_lacrimiformis,3.5358E-05,3.99637E-05,3.9661E-05,nosig,#EAEAEA
Rhodopirellula_baltica,2.69217E-05,2.78608E-05,2.67085E-05,nosig,#EAEAEA
Rhodopirellula_sp__P2,3.55186E-05,3.54515E-05,3.26056E-05,nosig,#EAEAEA
Pirellula_staleyi,4.60079E-05,5.33696E-05,5.98187E-05,nosig,#EAEAEA
Roseimaritima_multifibrata,1.81066E-05,2.16458E-05,1.97883E-05,nosig,#EAEAEA
Roseimaritima_ulvae,4.74104E-05,5.30692E-05,4.82715E-05,nosig,#EAEAEA
Rosistilla_ulvae,2.95859E-05,3.28839E-05,3.46415E-05,nosig,#EAEAEA
Rosistilla_carotiformis,2.92343E-05,3.23384E-05,3.04298E-05,nosig,#EAEAEA
Rosistilla_oblonga,4.10752E-05,4.88067E-05,4.40424E-05,nosig,#EAEAEA
Anatilimnocola_aggregata,0.000111241,0.000120211,0.000127764,nosig,#EAEAEA
Lignipirellula_cremea,8.93339E-05,9.95275E-05,8.87199E-05,nosig,#EAEAEA
Bremerella_sp__P1,3.97711E-05,4.0482E-05,4.47985E-05,nosig,#EAEAEA
Bremerella_volcania,6.58676E-05,7.69184E-05,7.24569E-05,nosig,#EAEAEA
Stieleria_maiorica,6.70467E-05,6.87063E-05,6.23314E-05,nosig,#EAEAEA
Stieleria_neptunia,5.8967E-05,6.18925E-05,5.91554E-05,nosig,#EAEAEA
Adhaeretor_mobilis,3.8569E-05,0.000044161,4.49573E-05,nosig,#EAEAEA
Bythopirellula_goksoeyrii,3.76872E-05,4.69691E-05,4.27401E-05,nosig,#EAEAEA
Aeoliella_mucimassa,6.25117E-05,7.49162E-05,7.02088E-05,nosig,#EAEAEA
Pirellulimonas_nuda,0.00014357,0.000156532,0.000146029,nosig,#EAEAEA
Botrimarina_mediterranea,0.000221292,0.000268404,0.000258374,nosig,#EAEAEA
Lacipirellula_limnantheis,0.000467909,0.000604412,0.000603961,nosig,#EAEAEA
Lacipirellula_parvula,0.000906833,0.001921879,0.001273854,nosig,#EAEAEA
Thalassoglobus_polymorphus,1.25609E-05,1.46473E-05,1.36207E-05,nosig,#EAEAEA
Polystyrenella_longa,1.35909E-05,1.2641E-05,1.26702E-05,nosig,#EAEAEA
Calycomorphotria_hydatis,2.93688E-05,3.53169E-05,2.9851E-05,nosig,#EAEAEA
Rubinisphaera_brasiliensis,3.195E-05,3.70605E-05,3.66308E-05,nosig,#EAEAEA
Fuerstiella_marisgermanici,3.16114E-05,3.31749E-05,3.5084E-05,nosig,#EAEAEA
Planctopirus_limnophila,1.77915E-05,2.03084E-05,1.80003E-05,nosig,#EAEAEA
Planctopirus_ephydatiae,2.21694E-05,2.26936E-05,2.56076E-05,nosig,#EAEAEA
Stratiformator_vulcanicus,3.70418E-05,4.31155E-05,4.47292E-05,nosig,#EAEAEA
Crateriforma_conspicua,3.78055E-05,4.24327E-05,3.83076E-05,nosig,#EAEAEA
Symmachiella_dynata,5.19755E-05,5.45036E-05,5.52042E-05,nosig,#EAEAEA
Alienimonas_californiensis,8.45243E-05,9.04143E-05,7.96331E-05,nosig,#EAEAEA
Maioricimonas_rarisocia,0.000109915,0.00012358,0.000119431,nosig,#EAEAEA
Caulifigura_coniformis,0.000198453,0.000214305,0.000202177,nosig,#EAEAEA
Gimesia_benthica,1.72676E-05,2.28105E-05,2.03427E-05,nosig,#EAEAEA
Gimesia_fumaroli,1.67408E-05,1.3521E-05,1.63152E-05,nosig,#EAEAEA
Gimesia_algae,1.47879E-05,1.59787E-05,1.81217E-05,nosig,#EAEAEA
Gimesia_alba,1.73335E-05,1.77694E-05,1.94271E-05,nosig,#EAEAEA
Gimesia_aquarii,1.99775E-05,1.87514E-05,2.09512E-05,nosig,#EAEAEA
Gimesia_maris,2.47673E-05,2.75011E-05,2.44014E-05,nosig,#EAEAEA
Gimesia_chilikensis,3.77256E-05,4.10162E-05,4.36373E-05,nosig,#EAEAEA
Gimesia_panareensis,4.89953E-05,4.96767E-05,4.67144E-05,nosig,#EAEAEA
Candidatus_Cloacimonas_acidaminovorans,4.9954E-06,4.31472E-06,4.95579E-06,nosig,#EAEAEA
Fibrobacter_succinogenes,5.92373E-06,5.81446E-06,7.21208E-06,nosig,#EAEAEA
Gemmatimonas_phototrophica,5.71697E-05,5.50143E-05,5.46354E-05,nosig,#EAEAEA
Gemmatimonas_aurantiaca,0.000062329,6.27908E-05,5.35927E-05,nosig,#EAEAEA
Gemmatimonas_groenlandica,8.41499E-05,7.51708E-05,7.6467E-05,nosig,#EAEAEA
Gemmatirosa_kalamazoonensis,0.000470911,0.000315438,0.000389292,nosig,#EAEAEA
Cyclonatronum_proteinivorum,9.64511E-06,1.25612E-05,9.85619E-06,nosig,#EAEAEA
Melioribacter_roseus,6.64084E-06,3.95544E-06,5.69838E-06,nosig,#EAEAEA
Ignavibacterium_album,8.49279E-06,7.71622E-06,6.70329E-06,nosig,#EAEAEA
Ignavibacterium_sp_,1.28268E-05,8.50545E-06,1.17905E-05,nosig,#EAEAEA
Chloroherpeton_thalassium,5.9967E-06,5.3076E-06,5.43907E-06,nosig,#EAEAEA
Prosthecochloris_sp__SCSIO_W1102,7.75524E-07,0,1.88651E-06,nosig,#EAEAEA
Prosthecochloris_aestuarii,5.98241E-06,5.65228E-06,5.34385E-06,nosig,#EAEAEA
Prosthecochloris_sp__SCSIO_W1103,4.20677E-06,3.25856E-06,3.70529E-06,nosig,#EAEAEA
Prosthecochloris_sp__SCSIO_W1101,2.13178E-06,2.00679E-06,1.21925E-06,nosig,#EAEAEA
Prosthecochloris_sp__GSB1,8.02813E-06,7.14782E-06,6.93519E-06,nosig,#EAEAEA
Prosthecochloris_sp__CIB_2401,6.52671E-06,4.01047E-06,7.41177E-06,nosig,#EAEAEA
Pelodictyon_luteolum,8.27735E-06,6.90635E-06,7.96937E-06,nosig,#EAEAEA
Pelodictyon_phaeoclathratiforme,4.41273E-06,4.00646E-06,3.42814E-06,nosig,#EAEAEA
Chlorobium_phaeobacteroides,3.28601E-06,4.87113E-06,4.0073E-06,nosig,#EAEAEA
Chlorobium_phaeovibrioides,3.46748E-06,3.32367E-06,2.57511E-06,nosig,#EAEAEA
Chlorobium_limicola,1.33247E-05,1.61356E-05,1.81806E-05,nosig,#EAEAEA
Chlorobaculum_tepidum,8.43103E-06,8.16657E-06,7.88111E-06,nosig,#EAEAEA
Chlorobaculum_limnaeum,1.23876E-05,1.32187E-05,1.31635E-05,nosig,#EAEAEA
Chlorobaculum_parvum,8.77914E-06,8.66058E-06,7.14876E-06,nosig,#EAEAEA
Salinibacter_ruber,3.60924E-05,3.56795E-05,3.56414E-05,nosig,#EAEAEA
